4937	40
4943	40
4951	40
4957	40
4967	40
4969	40
4973	40
4987	40
4993	40
4999	40
